original_index,clean_text,confidence,prediction,proba
1744,"Bjp needs a leader who is popular among village middle and old age . Tamil Cinema TV is the right medium to enter in their mind & soul.Bjp s reach is only some sections of city english hindi language media r not reaching them,a tamil bjp channel with lot.",0.5321424076007102,Positive,"[0.5321424076007102, 0.437690597487663, 0.030166994911626735]"
1751,Congress Shouldn’t Rub SALT In The Wound. Adding to the existing tax burden on the middle class by repealing the SALT deduction is a,0.6480399990950559,Negative,"[2.6304530208660794e-05, 0.35193369637473537, 0.6480399990950559]"
1757,Global supply issue ko Modi failure bolna sirf cheap politics hai.,0.6277630975952175,Negative,"[0.26890316948150084, 0.10333373292328152, 0.6277630975952175]"
1764,do what ever you want....congress is no more....by fluke Congress got more MP seats....now it doesn't happen....,0.5174753408731231,Negative,"[0.3482651576061734, 0.1342595015207035, 0.5174753408731231]"
1769,Let’s say one more time - Hindu Rashtra,0.5702391051335332,Neutral,"[0.004141440284777378, 0.5702391051335332, 0.4256194545816895]"
1775,Tammy Duckworth Calls On Congress To Better Protect Immigrant Veterans. Sen. Tammy Duckworth lambasted policies that allowed the U.S,0.5644748856031561,Neutral,"[0.1826153457030487, 0.5644748856031561, 0.2529097686937953]"
1786,It's not guts. He is left with no other option. He offered a share in power. But even letter pad parties didn't join. Through media earlier spread fake news of Congress alliance talks & now with NDA to show that their party also has value. But unfortunately they didn't have one.,0.58832128881946,Neutral,"[0.3871065217418372, 0.58832128881946, 0.02457218943870272]"
1790,I clearly said FM ( BJP ) will back with roll back of taxes when mkt will down 45-55% to kill investor and traders that's the real policy that why I said all media why not anyone raise question on govt in fii sell off fig. and how to stop them,0.5740454899753288,Negative,"[0.00921911651982204, 0.41673539350484917, 0.5740454899753288]"
1791,"I do believe that if sulfur was removed from fuel, many of the trails would go away - but I've hit a stone wall with my congress reps in 2 states. I can't even get any responses. Seems to be a sensitive subject Refinery specs are < 2500 ppm sulfur - which is absurd",0.5518926625740557,Neutral,"[0.017669972976695467, 0.5518926625740557, 0.43043736444924896]"
1793,I clearly said FM ( BJP ) will back with roll back of taxes when mkt will down 45-55% to kill investor and traders that's the real policy that why I said all media why not anyone raise question on govt in fii sell off fig. and how to stop them,0.5740454899753288,Negative,"[0.00921911651982204, 0.41673539350484917, 0.5740454899753288]"
1797,"Ridiculous, Mamata's michhil against BJP on increase of LPG/CNG price & scarcity of LPG and of CNG. It is due to Modi's diplomacy that India has enough supplies. Crude prices have increased world-wide, & Modi had no option except increasing prices of LPG and CNG( for autos).",0.4912247586705214,Positive,"[0.4912247586705214, 0.26502397870487965, 0.24375126262459898]"
1809,Ye baat jab cricket match khel rahe the bjp waalon ke saath toh wahi puch lete 😁🤷,0.5248156916392609,Negative,"[0.0010981981959838983, 0.47408611016475527, 0.5248156916392609]"
1814,"SHAMEonBJP jee unable to Change FM who is in Mission of Penalizing all Tax payers, further Discouraging TAXATION OR Atleast AbolishIncomeTax to get rid of these issues once for ever COST/EFFORT spent on Income Tax is much higher than actual tax collected",0.6411900418898123,Negative,"[0.0009271446753085224, 0.35788281343487904, 0.6411900418898123]"
1825,"She is not a bjp supporter, even she was with farmers against the government and never supported bjp",0.5081047034731658,Positive,"[0.5081047034731658, 0.10702506512469896, 0.38487023140213517]"
1835,BJP doesn't have the guts to do this.,0.6426530527313716,Neutral,"[0.0014236312748416547, 0.6426530527313716, 0.35592331599378674]"
1839,🟥 Modiji has 106M FOLLOWERS on Twitter 🟥 Not even one positive reply or comment on his Posts,0.5453456893430194,Neutral,"[0.41749876371800526, 0.5453456893430194, 0.03715554693897521]"
1847,Hell yes! He is the only one in congress that have conohas!,0.6141465792073939,Negative,"[0.02335560695037562, 0.3624978138422306, 0.6141465792073939]"
1851,"BJP will get 0 seats, AIADMK will get enough to be opposition again",0.6105755118658963,Neutral,"[0.35010605078170104, 0.6105755118658963, 0.039318437352402646]"
1852,"It was my privilege to address the gathering at the Pandit Deendayal Upadhyay Maha Prashikshan Abhiyan, organized by Amar Balidani Pt. Prem Nath Bhat Mandal BJP KDD. The session was a meaningful platform to discuss the vision of Antyodaya and the ideals of Pandit Deendayal Upadhyay, inspiring us to work with dedication for nation-building and social upliftment. Grateful for the opportunity to interact with committed karyakartas and share thoughts on strengthening our collective mission for a stronger Bharat.",0.6477394157587026,Positive,"[0.6477394157587026, 0.352260555195564, 2.904573349252908e-08]"
1857,"BJP is in alliance bro , BJP supporters in Andhra are helpless",0.3698390815628304,Neutral,"[0.29531370934786366, 0.3698390815628304, 0.3348472090893058]"
1858,"Poor woman, has to hype modi,for her survival,safety.",0.4831661723664641,Negative,"[0.4808336878564255, 0.03600013977711044, 0.4831661723664641]"
1869,Here is chutiya haters lined here. Hindus can't be fooled for ever. Yes Modi though better than any other leader from the opposition not equal to the task. We need Netanyahu of our own to destroy Pak and eliminate jihadi killers &jihadim instigaters we need Robinhood 🌕.,0.6352868561509831,Negative,"[0.3473049995774115, 0.017408144271605468, 0.6352868561509831]"
1880,"Resignation was useless Congress policy to run away from responsibilities during tough times, real leaders don't run away from responsibilities irrespective of the situation.",0.571758155231889,Negative,"[0.0167564231177011, 0.41148542165040985, 0.571758155231889]"
1882,"Yes, this video is edited/manipulated. It's spliced clips from Indian Parliament sessions (Sansad TV), but no credible Indian media or records show any MP saying Modi is ""worthless"" for ""kneeling to America"" while praising Khamenei. The audio/translation appears dubbed to push a narrative amid current Iran events. Real footage repurposed.",0.5046434241879602,Negative,"[0.0006541644711205112, 0.4947024113409193, 0.5046434241879602]"
1904,Am I the only one who thinks that responsible and broader well being-oriented media should have sponsored the communal rhetoric and hate speeches by leaders like and himself.,0.5429375203791155,Neutral,"[0.0011820082338444198, 0.5429375203791155, 0.4558804713870402]"
1907,This lady generally picks up a dirty comment from DMK and gives this type of dirty and arrogant replies to keep her in limelite . she tried the same trick with BJP cadres also. but she forgot one thing that BJP cadres are educated not like 200 paid ooppii.she didn't expect this to backfire. Now stop playing victim card. why should we show our face to a spineless 'anju katchi ammavasai' like you.,0.6202248001681604,Positive,"[0.6202248001681604, 0.0270088462605605, 0.35276635357127906]"
1911,If bjp can't protect them - tell me one good reason that they should win in Bengal,0.6401131898903177,Positive,"[0.6401131898903177, 0.07062732188666225, 0.28925948822302006]"
1920,"If Rahul Gandhi suggests that a hospital should have SC/ST/OBC doctors, what’s wrong with asking him to practise what he preaches? Is it okay to play with the lives of lakhs of Indians, but not okay when it concerns the lives of their loved ones?",0.550961585885745,Neutral,"[0.0036634535191057637, 0.550961585885745, 0.4453749605951493]"
1924,"🚨 Breaking: Thousands of Indians are protesting against Narendra Modi over normalization with Israel and creating tensions with Iran, burning his photos and telling him: “Make Israel give us oil.” India Israel Iran oilcrisis2026",0.5726292052916394,Positive,"[0.5726292052916394, 0.01956018375348291, 0.40781061095487775]"
1938,"No one gets paid enough to have to look at everything, including pics and vids, in those files. But it's the job of U.S. Judiciary, FBI, DOJ and Congress to do so - they have to step up.",0.5074468184061156,Negative,"[1.4356388333524049e-05, 0.49253882520555087, 0.5074468184061156]"
1945,"(8/18) The government shutdown just hit American airports in the most visible way possible. · TSA workers are working without pay during the government shutdown. CEOs of ten major US airlines sent a letter to Congress demanding they end the funding standoff immediately claiming 93% of Americans support paying aviation workers during shutdowns. Data Studios · Travelers are waiting 2, 3 and even 4 hours in TSA security lines at major airports. America is running a war in the Middle East costing $891 million per day. And its airport security workers are unpaid.",0.5728905421031757,Negative,"[0.03280606852502231, 0.3943033893718019, 0.5728905421031757]"
1948,"House of representatives and Congress doesn't have a lot more time to get HR38 National Concealed Carry Reciprocity Bill passed before the midterms hustle starts. This is our one and only last time to pass it. If not, I'm voting y'all out of office!",0.6107168279422103,Negative,"[0.0004277546871729875, 0.3888554173706167, 0.6107168279422103]"
1960,Figure out the guys involved and their connections. Sure Congress and Pakistan connections.,0.5861121041770396,Neutral,"[1.3348433983771071e-06, 0.5861121041770396, 0.4138865609795619]"
1966,"What A miracle? Really. Very bad, Very bad.",0.6425225230507127,Neutral,"[0.08459301857534027, 0.6425225230507127, 0.27288445837394704]"
1971,Tbh BJP ruled haryana is by far the richest state in North India so I do agree,0.5207269396456284,Neutral,"[0.25676790044234865, 0.5207269396456284, 0.2225051599120229]"
1976,Leaders who stay in glass houses should not throw stones at others.,0.6475734287063178,Neutral,"[0.008744922175357467, 0.6475734287063178, 0.34368164911832466]"
1984,What did bjp have done to Hindu's so far,0.6185993282916349,Negative,"[0.04366345319656001, 0.3377372185118051, 0.6185993282916349]"
1988,"That would be reasonable. How to get the motivation for Congress or the voters to do that is beyond me. Senator Massie is something. It is possible he could have the power of the president, de facto, if folks really turned on the FedGov. too much inertia, control grid is coming",0.5748813981605707,Neutral,"[0.020131070514199746, 0.5748813981605707, 0.4049875313252295]"
1989,But what stopped BJP from prosecuting him in Andal slander case?,0.6233942322217788,Neutral,"[0.00419030476167477, 0.6233942322217788, 0.3724154630165464]"
1997,"On the eve of the 22nd instalment release of the by Hon’ble PM Narendra Modi, ICAR–Krishi Vigyan Kendra (KVK), Kolar organized a training programme on vermicompost production techniques and dryland horticulture for SC farmers under the SCSP project on 13-03-2026 at KVK, Kolar.",0.5299403327608517,Positive,"[0.5299403327608517, 0.46762740892079, 0.0024322583183581255]"
2004,Congress signs another billion before lunch; a mother in Rafah signs her baby’s death with a crayon.,0.5931738963899872,Negative,"[0.0024590794180429586, 0.40436702419196996, 0.5931738963899872]"
2007,There are hundreds of millions of people in America. They could throw a dart at a wall once a month and pick someone to be the President for the following month and be better off. And do the same for all 535 Members of Congress. Make it like jury duty. USpoli,0.5950413159839832,Negative,"[0.03419855719184743, 0.3707601268241693, 0.5950413159839832]"
2027,PM : Narendra Modi (BJP) LG: Taranjit Singh Sandhu (BJP) CM : Rekha Gupta (BJP) Mayor : Raja Iqbal Singh (BJP) MP : All 7 Lok Sabha seats in Delhi (BJP) MLA : BJP holds a clear majority in the Delhi Legislative Assembly with 48 seats. Yamuna is bad cuz of Kajriwal,0.5402452573639608,Negative,"[0.0019749903972028082, 0.45777975223883643, 0.5402452573639608]"
2035,Madam never before mentions that 10–15 k devotees eat prasad. And her boss Rahul Gandhi says people go to temples to tease girls. So why is she suddenly so concerned about our gods and devotees?,0.5017296604491615,Negative,"[0.004693108494806749, 0.49357723105603174, 0.5017296604491615]"
2037,Assam rising with confidence and clarity. ✊ HimantaOnceAgain,0.6141503181567843,Positive,"[0.6141503181567843, 0.38486372028560134, 0.0009859615576143148]"
2044,Wrote John Adams to his wife Abigail on the 3rd of July 1776 referring to the 2nd day of July when the Continental Congress voted for our Independence! And hearing & seeing it this way is very moving! Great Job!,0.5110399844313667,Neutral,"[0.4889582012090673, 0.5110399844313667, 1.8143595661263189e-06]"
2045,Nepali Congress leaders led by party president Gagan Thapa met Prime Minister Sushila Karki at Baluwatar on Sunday. The meeting focused on the party’s role in ensuring the smooth conduct of the recent elections in Nepal. 🇳🇵 NepalPolitics NepaliCongress NepalElections,0.6246203282429101,Positive,"[0.6246203282429101, 0.37535361870137446, 2.6053055715488002e-05]"
2055,THE BJP DOES NOT NEED WEST BENGAL. WEST BENGAL NEEDS THE BJP. THAT'S IT!!,0.5792244949292078,Negative,"[0.12313929436702262, 0.2976362107037696, 0.5792244949292078]"
2058,These noida based channels hv no idea about mood of bengal. They sit in AC offices & made fraud prediction of bengal. Actually their prediction failed in 2021 that's y not giving seats to BJP. BJP clearly winning 160+ seats.,0.4977178947348447,Neutral,"[0.10524705764036994, 0.4977178947348447, 0.3970350476247854]"
2068,"If your prediction comes true as regards WB assembly elections this time, I will offer special prayers in Kalighat for your health, wisdom & marriage. However, I am trying to decipher your ""nationalist govt"". Does it mean that BJP will not get majority? Will a TMC section defect?",0.562746979413097,Negative,"[0.005698738661193405, 0.43155428192570944, 0.562746979413097]"
2070,This guy joined BJP for lucre and BJP soon realised it.He is out and disgruntled...,0.5809434296843107,Negative,"[0.17502652421939918, 0.2440300460962901, 0.5809434296843107]"
2098,It appears that wanted what 40-year Rep. Pete Stark had... a seat in Congress and a home in DC.,0.5666725976448437,Neutral,"[2.823986835337549e-06, 0.5666725976448437, 0.4333245783683209]"
2101,"VIDEO | Cuttack: After a major fire erupted in an ICU in Odisha government-run SCB Medical College and Hospital, BJP Leader Smriti Pattnaik says, ""When an accident occurs, no one is informed beforehand. Our Chief Minister arrived here personally. The government is fully involved."" (Full video available on PTI Videos -",0.6482133457220002,Neutral,"[0.0041310889946214405, 0.6482133457220002, 0.3476555652833783]"
2111,"targeting opposition and especially BJP workers, along with fears of administrative partiality, words are not enough. We request the ECI to actively monitor ground realities and take immediate, impartial action.",0.4258872958309557,Negative,"[0.29553723162575185, 0.2785754725432924, 0.4258872958309557]"
2126,Mamta banerjee led TMC government will come to power at West Bengal with more than 220 seats. This time congress will perform better.,0.5566404880998036,Positive,"[0.5566404880998036, 0.4414264005118524, 0.0019331113883439134]"
2127,Mayor: BJP MLA: BJP MP: BJP Governor: BJP stooge CM: BJP PM: BJP Sextuple Engine sarkar ka vikas model at national capital.,0.5169716648465728,Negative,"[0.0013057342509098656, 0.48172260090251734, 0.5169716648465728]"
2138,FM don't pretend. Who is going to pay the loan taken by BJP.,0.6427588804327026,Neutral,"[0.004142281032250583, 0.6427588804327026, 0.3530988385350469]"
2147,"Abandoning Adani, who is Money Source, is Suicidal For BJP.",0.4511341818276115,Negative,"[0.0994257073074661, 0.4494401108649224, 0.4511341818276115]"
2152,So glad to hear his comment about not funding out of control agencies! Does that include the WHO? Congress? And a host of others?? Asking for my friend,0.5421235175723108,Neutral,"[0.26614506529768556, 0.5421235175723108, 0.1917314171300037]"
2177,"A Brhamin teacher was suspended by the MP govt for mimicking PM Modi. Reportedly the PM was deeply hurt by his act, he couldn't even sleep for 3 hours.",0.621276169661631,Negative,"[0.0023860379361741015, 0.376337792402195, 0.621276169661631]"
2180,"Reminder, our taxes don’t pay for Congress to flex on X. We pay them to do literally anything else.",0.6272821308200383,Negative,"[0.0005239937612014958, 0.3721938754187603, 0.6272821308200383]"
2184,10 years of BJP government in Haryana changed it’s fortunate and it is easy to govern a small state. UP there is no improvement as it is filled with Caste cases 24*7 . DEVISION OF UP into a 3-4 small state is good for the people who live in that Ganga belt area.,0.5570890963324948,Negative,"[0.2873285010644328, 0.15558240260307235, 0.5570890963324948]"
2185,Without limits congress people get so old that aides/others run the show anyway. Look at Mitch McConnell. Definitely should make stricter rules on donations and lobbying though,0.6053278057215292,Negative,"[3.680015000349578e-05, 0.39463539412846727, 0.6053278057215292]"
2190,"Modi will soon repeal all anti conversion laws, allow Missionary activity and liberalize foreign funding to American Evangelical Christian missions. Wait and watch.",0.561780784384991,Positive,"[0.561780784384991, 4.5077173520237325e-05, 0.4381741384414887]"
2208,"Balls made of steel. I think now his safety is issue. Modi will do ""something"" to him fosho",0.59163163537858,Negative,"[0.0006753395677997231, 0.4076930250536203, 0.59163163537858]"
2216,"🗣️ ""We sought AIMIM’s support for Rajysabha election. All secular parties must unite to defeat BJP-led NDA."" - RJD leader Tejashwi Yadav PZ: - Odd day: AIMIM is BJP’s B TEAM. Even day: ‘Please support us saar.’ 💀",0.5146725137446843,Positive,"[0.5146725137446843, 0.0026455381780049487, 0.4826819480773108]"
2227,Either stand up and defend your rights and your future — or be ready to let your opponents decide your fate.,0.5177749390100238,Negative,"[0.43042772646193816, 0.05179733452803796, 0.5177749390100238]"
2230,"We need a Constitutional Amendment NOW to: - Let Congress/states limit campaign cash & dark money - Stop corps from unlimited ""speech"" spending - Guarantee real people—not fake entities—get equal access to petition govt - Force public small-donor matching to drown out lobbyist billions Inspired by For Our Freedom Amendment calls (23+ states already on board). Who's with me? Sign the petition & let's build rallies nationwide starting Tax Day (April 15) to demand this fix. Link in bio/replies.",0.5236092432101721,Negative,"[0.45724992526237307, 0.0191408315274548, 0.5236092432101721]"
2236,"Nan solla vandha point adhu ila. For any party which is ruling obviously hatred will be there - idealogically NTK and BJP have been opposing, ipo vijay entry capitalizing that. Plus LO Drug issue ilana kooda vera govt fail agura issues irukum bro adhu mulyama hate varum.",0.4718064825464088,Negative,"[0.15429742221462808, 0.3738960952389631, 0.4718064825464088]"
2244,Chamchas were doing protest in a colony against Modi on LPG shortage and this happened 🤣,0.3679552530387115,Positive,"[0.3679552530387115, 0.3354979887035362, 0.2965467582577523]"
2245,Congress never voted to go to war so it is ILLEGAL!,0.5270369782680392,Neutral,"[0.0076562658907283225, 0.5270369782680392, 0.4653067558412325]"
2253,"BJP ke paltoo kute , who does not know she has been forced to give such statement in lieu of saving her after all those togh time , it is just like Marta kay na karta. What party was she ultimately representing when that debate was happening.",0.5652089866486696,Negative,"[0.0002649492085473161, 0.43452606414278305, 0.5652089866486696]"
2258,"There is no issue for LPG in india, bus ye log BJP ko badnaam krne me lge h",0.5437949913412536,Negative,"[0.21097903370975024, 0.2452259749489962, 0.5437949913412536]"
2262,"BJP/EC is implementing the SIR to remove opposition-inclined voters from booths dominated by the opposition, delete minorities (Muslims + Christians), delete women voters, and delete sections of Dalit (SC+ST) and OBC voters—all to benefit the BJP and steal the election.(3/3)",0.5287331250764419,Positive,"[0.5287331250764419, 0.06233730986360513, 0.4089295650599531]"
2264,"Since it's bjp ruled state now , No one wud be held accountable..media will either as usual do modi modi to divert or find similar instance from the past in opposition ruled state and question them ..",0.4804420639136587,Neutral,"[0.044517183508842005, 0.4804420639136587, 0.47504075257749934]"
2270,BJP is one shameless party ever existed in the entire political space. They will approach everybody to strengthen them. I agree. But for 2026 TVK without alliance is much beneficial for them. TS's this statement is just a formal one.,0.582643759163373,Neutral,"[0.0082399065866804, 0.582643759163373, 0.40911633424994676]"
2275,"India remained silent when Ayatollah Ali Khamenei was targeted and killed along with members of his family. New Delhi has reached out to Tehran after nearly two weeks of silence. The delay, though, has raised questions. Manoj Joshi writes. Read:",0.5961213009404209,Negative,"[0.0031378935808399153, 0.40074080547873925, 0.5961213009404209]"
2279,Either stand up and defend your rights and your future — or be ready to let your opponents decide your fate.,0.5177749390100238,Negative,"[0.43042772646193816, 0.05179733452803796, 0.5177749390100238]"
2287,So are you thinking that putting a warm smile smiley face on her is going to make people suddenly want her? Zero people want her for president. Zero people want her in Congress,0.46373945444623876,Negative,"[0.46264876200022637, 0.07361178355353476, 0.46373945444623876]"
2291,An expelled congress peon is giving certificate to former British PM.😂,0.5228359865537945,Negative,"[2.565949579022741e-05, 0.4771383539504153, 0.5228359865537945]"
2296,I've been thinking the same thing for a long time because it seems that's when he took this strange turn. Of course you can imagine most people still would not believe such a thing is possible...they should look around Congress!,0.6238015179504997,Negative,"[3.2386288171704264e-05, 0.3761660957613287, 0.6238015179504997]"
2305,Wait Modi ji will send chadar here too,0.6214076443041803,Negative,"[1.2256161161555818e-05, 0.37858009953465815, 0.6214076443041803]"
